Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2017);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Categories
2826;19171;"Journal of Quality in Maintenance Engineering";journal;"13552511";0,481;Q2;43;29;81;1219;118;81;1,38;42,03;United Kingdom;"Emerald Group Publishing Ltd.";"Industrial and Manufacturing Engineering (Q2); Safety, Risk, Reliability and Quality (Q2); Strategy and Management (Q2)"
2827;19800188068;"International Journal of Spray and Combustion Dynamics";journal;"17568285, 17568277";0,481;Q2;10;31;54;1070;69;51;1,20;34,52;United Kingdom;"SAGE Publications Inc.";"Automotive Engineering (Q2); Physics and Astronomy (miscellaneous) (Q2)"
2828;17141;"Journal of the Textile Institute";journal;"00405000";0,481;Q2;33;332;478;6911;568;467;1,13;20,82;United Kingdom;"Taylor & Francis";"Agricultural and Biological Sciences (miscellaneous) (Q2); Industrial and Manufacturing Engineering (Q2); Materials Science (miscellaneous) (Q2); Polymers and Plastics (Q2)"
2829;15594;"Journal of Biosocial Science";journal;"00219320, 14697599";0,480;Q2;46;82;171;2694;165;166;1,04;32,85;United Kingdom;"Cambridge University Press";"Social Sciences (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q3)"
2830;29645;"Urban Design International";journal;"14684519, 13575317";0,480;Q2;22;28;65;1040;55;60;0,78;37,14;United Kingdom;"Palgrave Macmillan Ltd.";"Geography, Planning and Development (Q2); Urban Studies (Q2)"
2831;12100157172;"International Journal of Embedded Systems";journal;"17411076, 17411068";0,480;Q1;13;54;120;1569;146;115;1,06;29,06;United Kingdom;"Inderscience Enterprises";"Hardware and Architecture (Q1); Software (Q2)"
2832;19900191584;"The Journal of Poverty and Social Justice";journal;"17598273, 17598281";0,479;Q2;10;19;66;763;66;62;0,87;40,16;United Kingdom;"The Policy Press";"Public Administration (Q2); Sociology and Political Science (Q2)"
2833;22053;"European Journal of Special Needs Education";journal;"08856257, 1469591X";0,479;Q2;34;76;124;1668;135;118;1,00;21,95;United Kingdom;"Routledge";"Education (Q2); Health Professions (miscellaneous) (Q2); Developmental and Educational Psychology (Q3)"
2834;5800169055;"RELC Journal";journal;"00336882, 1745526X";0,479;Q1;21;32;76;901;55;64;0,89;28,16;United Kingdom;"SAGE Publications";"Language and Linguistics (Q1); Linguistics and Language (Q1); Education (Q2)"
2835;29667;"Emergency Medicine Clinics of North America";journal;"07338627";0,479;Q2;47;69;197;3641;288;155;1,74;52,77;United Kingdom;"W. B. Saunders Co., Ltd.";"Emergency Medicine (Q2)"
2836;23749;"Ancient Mesoamerica";journal;"14691787, 09565361";0,478;Q2;33;31;83;2558;72;80;0,76;82,52;United Kingdom;"Cambridge University Press";"Arts and Humanities (miscellaneous) (Q2); Geography, Planning and Development (Q2)"
2837;20395;"ANZ Journal of Surgery";journal;"14451433";0,478;Q2;66;572;1052;6115;732;633;1,17;10,69;United Kingdom;"Blackwell Publishing Inc.";"Medicine (miscellaneous) (Q2); Surgery (Q2)"
2838;24943;"Seminars in Cutaneous Medicine and Surgery";journal;"10855629";0,477;Q2;56;25;163;772;185;140;1,08;30,88;United Kingdom;"W. B. Saunders Co., Ltd.";"Medicine (miscellaneous) (Q2); Surgery (Q2); Dermatology (Q3)"
2839;17190;"Magnesium Research";journal;"09531424";0,477;Q3;40;12;61;440;77;58;1,06;36,67;United Kingdom;"John Libbey & Co. Ltd.";"Biochemistry (Q3); Clinical Biochemistry (Q3); Molecular Biology (Q4)"
2840;5800170866;"Irish Political Studies";journal;"07907184";0,477;Q2;12;33;82;1071;67;78;0,87;32,45;United Kingdom;"Taylor & Francis";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
2841;21100203911;"European Journal of Training and Development";journal;"20469012";0,477;Q2;46;44;122;2887;175;121;1,16;65,61;United Kingdom;"Emerald Group Publishing Ltd.";"Business, Management and Accounting (miscellaneous) (Q2); Education (Q2); Organizational Behavior and Human Resource Management (Q2)"
2842;39604;"British Poultry Science";journal;"00071668, 14661799";0,477;Q2;76;109;303;4012;360;298;1,09;36,81;United Kingdom;"Taylor & Francis";"Animal Science and Zoology (Q2); Food Science (Q2); Medicine (miscellaneous) (Q2)"
2843;19900191825;"Theoretical Issues in Ergonomics Science";journal;"1463922X, 1464536X";0,476;Q2;41;50;105;1588;103;97;1,02;31,76;United Kingdom;"Taylor & Francis";"Human Factors and Ergonomics (Q2)"
2844;12119;"Journal of Applied Statistics";journal;"02664763, 13600532";0,475;Q3;45;230;555;5268;372;542;0,60;22,90;United Kingdom;"Routledge";"Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)"
2845;19200156938;"Transforming Government: People, Process and Policy";journal;"17506166";0,475;Q2;28;28;88;1762;210;85;2,14;62,93;United Kingdom;"Emerald Group Publishing Ltd.";"Computer Science Applications (Q2); E-learning (Q2); Information Systems and Management (Q2); Public Administration (Q2)"
2846;24995;"Hematology";journal;"16078454, 10245332";0,475;Q3;37;130;266;2897;296;247;1,19;22,28;United Kingdom;"Maney Publishing";"Hematology (Q3)"
2847;19718;"Geomicrobiology Journal";journal;"15210529, 01490451";0,475;Q2;67;90;274;4765;379;269;1,28;52,94;United Kingdom;"Taylor & Francis";"Earth and Planetary Sciences (miscellaneous) (Q2); Environmental Science (miscellaneous) (Q2); Environmental Chemistry (Q3); Microbiology (Q3)"
2848;5800169165;"Conflict, Security and Development";journal;"14678802";0,475;Q2;14;24;78;1563;84;74;0,77;65,13;United Kingdom;"Routledge";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)"
2849;21100304262;"International Journal of Emerging Markets";journal;"17468817";0,474;Q2;18;40;114;2430;173;114;1,44;60,75;United Kingdom;"Emerald Group Publishing Ltd.";"Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2)"
2850;16824;"Central Asian Survey";trade journal;"14653354, 02634937";0,474;Q2;26;33;100;1646;84;96;0,95;49,88;United Kingdom;"Carfax Publishing Ltd.";"Development (Q2); Earth-Surface Processes (Q2); Geography, Planning and Development (Q2)"
2851;19055;"Minimally Invasive Therapy and Allied Technologies";journal;"13645706, 13652931";0,474;Q2;41;77;165;1201;211;161;1,24;15,60;United Kingdom;"Taylor & Francis";"Surgery (Q2)"
2852;26940;"Proceedings of the Geologists' Association";journal;"00167878";0,474;Q2;32;76;195;4289;270;178;1,39;56,43;United Kingdom;"Geologists' Association";"Paleontology (Q2); Geology (Q3)"
2853;21100242609;"Insights";journal;"20487754";0,473;Q2;13;47;138;651;60;128;0,52;13,85;United Kingdom;"United Kingdom Serials Group";"Library and Information Sciences (Q2)"
2854;19543;"Health Care for Women International";journal;"07399332, 10964665";0,473;Q2;43;107;294;3768;256;245;0,91;35,21;United Kingdom;"Taylor & Francis";"Health Professions (miscellaneous) (Q2)"
2855;21100255433;"Applied Neuropsychology: Child";journal;"21622973, 21622965";0,473;Q3;11;72;111;2014;128;102;1,25;27,97;United Kingdom;"Taylor and Francis Inc.";"Developmental and Educational Psychology (Q3); Neuropsychology and Physiological Psychology (Q3)"
2856;25303;"Polyhedron";journal;"02775387";0,472;Q2;87;621;1900;32154;3807;1887;2,06;51,78;United Kingdom;"Elsevier Ltd.";"Materials Chemistry (Q2); Inorganic Chemistry (Q3); Physical and Theoretical Chemistry (Q3)"
2857;26456;"Sbornik Mathematics";journal;"10645616";0,472;Q3;22;70;229;1749;97;226;0,51;24,99;United Kingdom;"Turpion Ltd";"Algebra and Number Theory (Q3)"
2858;4700152207;"International Communication Gazette";journal;"17480485, 17480493";0,472;Q2;26;38;132;2078;134;125;0,87;54,68;United Kingdom;"SAGE Publications";"Communication (Q2); Sociology and Political Science (Q2)"
2859;145556;"International Journal of Sustainable Energy";journal;"14786451, 1478646X";0,471;Q2;21;90;193;2221;221;190;1,15;24,68;United Kingdom;"Taylor & Francis";"Energy (miscellaneous) (Q2); Fluid Flow and Transfer Processes (Q2); Fuel Technology (Q2); Process Chemistry and Technology (Q2); Renewable Energy, Sustainability and the Environment (Q3)"
2860;27850;"Marine Georesources and Geotechnology";journal;"1064119X";0,471;Q2;21;166;165;3966;175;162;1,13;23,89;United Kingdom;"Taylor & Francis";"Geotechnical Engineering and Engineering Geology (Q2); Ocean Engineering (Q2); Oceanography (Q2)"
2861;11600153403;"Disaster Medicine and Public Health Preparedness";journal;"19357893, 1938744X";0,471;Q3;30;157;418;2561;305;339;1,06;16,31;United Kingdom;"Cambridge University Press";"Public Health, Environmental and Occupational Health (Q3)"
2862;5600153659;"European Journal of Social Work";journal;"13691457";0,471;Q2;15;136;179;3363;136;158;0,68;24,73;United Kingdom;"Taylor & Francis";"Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Social Work (Q3)"
2863;35688;"Materials and Corrosion - Werkstoffe und Korrosion";journal;"00432822, 15214176";0,470;Q2;45;152;425;4192;520;413;1,19;27,58;United Kingdom;"John Wiley & Sons Ltd.";"Materials Chemistry (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2); Metals and Alloys (Q2); Surfaces, Coatings and Films (Q2); Environmental Chemistry (Q3)"
2864;14822;"Xenobiotica";journal;"00498254, 13665928";0,470;Q2;73;198;368;4508;572;364;1,63;22,77;United Kingdom;"Taylor & Francis";"Medicine (miscellaneous) (Q2); Biochemistry (Q3); Health, Toxicology and Mutagenesis (Q3); Pharmacology (Q3); Toxicology (Q3)"
2865;24412;"Community Dental Health";journal;"0265539X";0,470;Q2;45;48;149;1051;140;136;0,92;21,90;United Kingdom;"FDI World Dental Press Ltd.";"Dentistry (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q3)"
2866;21960;"Supramolecular Chemistry";journal;"10610278";0,470;Q2;40;117;335;4358;429;321;1,43;37,25;United Kingdom;"Taylor & Francis";"Chemistry (miscellaneous) (Q2)"
2867;26602;"Evaluation and Program Planning";journal;"01497189";0,470;Q2;51;137;282;5102;360;272;1,18;37,24;United Kingdom;"Elsevier Ltd.";"Business and International Management (Q2); Geography, Planning and Development (Q2); Social Psychology (Q2); Strategy and Management (Q2); Public Health, Environmental and Occupational Health (Q3)"
2868;20188;"Disaster Prevention & Management";journal;"09653562";0,470;Q2;39;36;127;1536;153;126;1,11;42,67;United Kingdom;"Emerald Group Publishing Ltd.";"Business, Management and Accounting (miscellaneous) (Q2); Health (social science) (Q2); Management, Monitoring, Policy and Law (Q2); Public Health, Environmental and Occupational Health (Q3)"
2869;14188;"Statistica Neerlandica";journal;"00390402";0,469;Q3;31;16;62;367;37;59;0,47;22,94;United Kingdom;"Blackwell Publishing Inc.";"Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)"
2870;27865;"Computer Languages, Systems and Structures";journal;"14778424";0,469;Q2;19;43;65;1555;139;59;2,52;36,16;United Kingdom;"Elsevier Ltd.";"Computer Networks and Communications (Q2); Software (Q2)"
2871;21100255547;"Journal of Outdoor Recreation and Tourism";journal;"22130780";0,469;Q2;9;40;94;2378;148;90;1,53;59,45;United Kingdom;"Elsevier BV";"Tourism, Leisure and Hospitality Management (Q2)"
2872;19700201157;"Urban Research and Practice";journal;"17535077, 17535069";0,469;Q2;15;42;68;1078;68;59;1,32;25,67;United Kingdom;"Taylor and Francis Inc.";"Geography, Planning and Development (Q2); Urban Studies (Q2)"
2873;19700188305;"Journal of Agricultural Education and Extension";journal;"17508622, 1389224X";0,469;Q2;15;34;99;1138;104;78;1,60;33,47;United Kingdom;"Taylor and Francis Inc.";"Agricultural and Biological Sciences (miscellaneous) (Q2); Education (Q2); Geography, Planning and Development (Q2)"
2874;21100285052;"Journal of the American Association of Nurse Practitioners";journal;"23276924, 23276886";0,468;Q2;11;102;307;3130;320;258;1,21;30,69;United Kingdom;"John Wiley and Sons Ltd";"Medicine (miscellaneous) (Q2); Nursing (miscellaneous) (Q2)"
2875;100147333;"Marine Biology Research";journal;"17451019, 17451000";0,467;Q2;29;96;299;5223;301;291;0,91;54,41;United Kingdom;"Taylor & Francis";"Oceanography (Q2); Aquatic Science (Q3); Ecology, Evolution, Behavior and Systematics (Q3)"
2876;4400151406;"International Journal of Operational Research";journal;"17457645, 17457653";0,467;Q3;21;82;244;2893;229;243;0,50;35,28;United Kingdom;"Inderscience Publishers";"Management Science and Operations Research (Q3)"
2877;24879;"Journal of tissue viability";journal;"0965206X";0,467;Q3;26;43;82;1738;134;73;1,79;40,42;United Kingdom;"Tissue Viability Society";"Dermatology (Q3); Pathology and Forensic Medicine (Q3)"
2878;21100445642;"Journal of Clinical Tuberculosis and Other Mycobacterial Diseases";journal;"24055794";0,467;Q3;3;26;22;706;22;15;1,47;27,15;United Kingdom;"Elsevier Limited";"Infectious Diseases (Q3); Microbiology (medical) (Q3); Pulmonary and Respiratory Medicine (Q3)"
2879;23590;"Science and Engineering Ethics";journal;"14715546, 13533452";0,466;Q2;41;190;304;4944;457;266;1,77;26,02;United Kingdom;"Springer Netherlands";"Health Policy (Q2); Health (social science) (Q2); Issues, Ethics and Legal Aspects (Q2); Management of Technology and Innovation (Q2)"
2880;100147314;"Journal of International Financial Management and Accounting";journal;"09541314, 1467646X";0,466;Q2;30;14;28;626;52;28;0,89;44,71;United Kingdom;"Blackwell Publishing Inc.";"Accounting (Q2); Business, Management and Accounting (miscellaneous) (Q2); Finance (Q2)"
2881;130081;"Leadership and Organization Development Journal";journal;"01437739";0,466;Q2;51;67;159;4867;209;159;1,17;72,64;United Kingdom;"Emerald Group Publishing Ltd.";"Business, Management and Accounting (miscellaneous) (Q2); Organizational Behavior and Human Resource Management (Q2)"
2882;5800170461;"South African Journal of International Affairs";journal;"10220461";0,466;Q2;11;29;76;1653;59;73;0,82;57,00;United Kingdom;"Routledge";"Political Science and International Relations (Q2)"
2883;145291;"Business Process Management Journal";journal;"14637154";0,465;Q2;68;68;164;4607;317;164;1,64;67,75;United Kingdom;"Emerald Group Publishing Ltd.";"Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2)"
2884;11700154372;"Disability and rehabilitation. Assistive technology";journal;"17483115";0,465;Q2;28;157;216;3685;302;212;1,31;23,47;United Kingdom;"Taylor & Francis";"Biomedical Engineering (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2); Orthopedics and Sports Medicine (Q3); Speech and Hearing (Q3)"
2885;19700183007;"Breathe";journal;"20734735, 18106838";0,465;Q3;11;52;139;857;129;74;1,91;16,48;United Kingdom;"European Respiratory Society";"Pulmonary and Respiratory Medicine (Q3)"
2886;21100241791;"Journal of Industrial and Production Engineering";journal;"21681023, 21681015";0,465;Q2;21;55;153;1810;198;145;1,61;32,91;United Kingdom;"Taylor & Francis";"Control and Systems Engineering (Q2); Industrial and Manufacturing Engineering (Q2)"
2887;12055;"Asian Journal of Social Psychology";journal;"13672223, 1467839X";0,465;Q2;42;29;112;1061;104;108;0,78;36,59;United Kingdom;"Blackwell Publishing Inc.";"Social Psychology (Q2); Social Sciences (miscellaneous) (Q2)"
2888;14526;"Physics and Chemistry of Liquids";journal;"00319104";0,465;Q2;30;120;203;2369;214;190;1,13;19,74;United Kingdom;"Taylor & Francis";"Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2); Materials Chemistry (Q2); Physical and Theoretical Chemistry (Q3)"
2889;19552;"Veterinary Record";journal;"00424900";0,464;Q2;89;781;2913;6325;1103;1062;0,92;8,10;United Kingdom;"British Veterinary Association";"Medicine (miscellaneous) (Q2); Veterinary (miscellaneous) (Q2)"
2890;20500195421;"Chemical Modelling";book series;"05848555";0,464;Q2;4;9;18;1123;19;16;1,19;124,78;United Kingdom;"Royal Society of Chemistry";"Chemistry (miscellaneous) (Q2)"
2891;24104;"Acta Zoologica";journal;"00017272, 14636395";0,464;Q2;32;61;140;1977;143;140;0,96;32,41;United Kingdom;"Blackwell Publishing Inc.";"Animal Science and Zoology (Q2); Ecology, Evolution, Behavior and Systematics (Q3); Cell Biology (Q4)"
2892;21100790518;"International Journal of Management Science and Engineering Management";journal;"17509661, 17509653";0,464;Q2;15;37;72;1188;100;71;1,34;32,11;United Kingdom;"Taylor and Francis Ltd.";"Engineering (miscellaneous) (Q2); Information Systems and Management (Q2); Mechanical Engineering (Q2); Strategy and Management (Q2); Management Science and Operations Research (Q3)"
2893;24374;"British Dental Journal";journal;"00070610";0,463;Q2;68;458;1731;6129;772;799;0,94;13,38;United Kingdom;"Nature Publishing Group";"Dentistry (miscellaneous) (Q2)"
2894;15349;"Oxford Development Studies";journal;"14699966, 13600818";0,463;Q2;40;45;83;1773;84;81;1,06;39,40;United Kingdom;"Carfax Publishing Ltd.";"Development (Q2); Geography, Planning and Development (Q2)"
2895;4700152728;"Bulletin of the Atomic Scientists";journal;"00963402";0,463;Q2;18;73;224;969;135;213;0,71;13,27;United Kingdom;"Taylor & Francis";"Political Science and International Relations (Q2)"
2896;21100836179;"Asia and the Pacific Policy Studies";journal;"20502680";0,463;Q1;7;46;138;1578;121;134;0,80;34,30;United Kingdom;"John Wiley and Sons Ltd";"Economics, Econometrics and Finance (miscellaneous) (Q1); Political Science and International Relations (Q2); Public Administration (Q2); Sociology and Political Science (Q2); Strategy and Management (Q2)"
2897;27719;"Australian Journal of Forensic Sciences";journal;"00450618";0,463;Q3;15;115;178;1908;123;148;0,71;16,59;United Kingdom;"Taylor & Francis";"Pathology and Forensic Medicine (Q3)"
2898;21100390382;"Transport and Sustainability";book series;"2044995X";0,463;Q2;6;32;62;1615;47;41;1,09;50,47;United Kingdom;"Emerald Group Publishing Ltd.";"Management, Monitoring, Policy and Law (Q2); Transportation (Q3)"
